atu,topic,title,culture,author,origin_raw,source_page
4080,The Mermaid Wife,The Mermaid Wife,Shetland Islands,,Shetland Islands,type4080.html
4080,The Mermaid Wife,The Silkie Wife,Shetland and Orkney Islands,,Shetland and Orkney Islands,type4080.html
4080,The Mermaid Wife,Herman Perk and the Seal,Shetland Islands,,Shetland Islands,type4080.html
4080,The Mermaid Wife,The Goodman of Wastness,Scotland,Orkney Islands,Scotland (Orkney Islands),type4080.html
4080,The Mermaid Wife,The Mermaid of Lochinver,Scotland,,Scotland,type4080.html
4080,The Mermaid Wife,The Sealskin,Iceland,,Iceland,type4080.html
4080,The Mermaid Wife,Touched by Iron,Wales,,Wales,type4080.html
4080,The Mermaid Wife,The Mermaid of Zennor,Cornwall,,Cornwall,type4080.html
4080,The Mermaid Wife,Tom Moore and the Seal Woman,Ireland,,Ireland,type4080.html
4080,The Mermaid Wife,The Lady of Gollerus,Ireland,,Ireland,type4080.html
4080,The Mermaid Wife,The Mermaid,Ireland,,Ireland,type4080.html
4080,The Mermaid Wife,Legend of O' Dowd of Inniscrone Castle and the Mermaid,Ireland,,Ireland,type4080.html
4080,The Mermaid Wife,Brauhard's Mermaid,Germany,,Germany,type4080.html
,Merseburg Incantations,Merseburger Zaubersprüche,,,,merseburg.html
782,Midas,Midas,Greece,,Greece,type0782.html
782,Midas,The Goat's Ears of the Emperor Trojan,Serbia,,Serbia,type0782.html
782,Midas,The King with the Horse's Ears,Ireland,,Ireland,type0782.html
782,Midas,March's Ears (1),Wales,,Wales,type0782.html
782,Midas,March's Ears (2),Wales,,Wales,type0782.html
782,Midas,The Child with the Ears of an Ox,India,,India,type0782.html
782,Midas,The Presidente Who Had Horns,Philippines,Ilocano,Philippines (Ilocano),type0782.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Troll Labor,Sweden,,Sweden,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Clergyman's Wife,Sweden,Lapland,Sweden(Lapland),midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",Midwife for a Mermaid,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Water-Nix Takes a Midwife to His Wife,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Servant Girl and the Elves,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Godmother,Switzerland,,Switzerland,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",Straw into Gold,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Water-Man,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Woman among the Elves,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Dwarfs in Schalk Mountain and Wohlden Mountain,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",An Underground Woman in Labor,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",Midwife for a Nixie,Germany,,Germany,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Midwife of Hafoddydd,Wales,,Wales,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Fairy Nurse,Ireland,,Ireland,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Midwife of Listowel,Ireland,,Ireland,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",The Midwife,Ireland,,Ireland,midwife.html
,"Midwife (or Godparent, or Nurse) for the Elves",Fairy Ointment,England,,England,midwife.html
1335A,The Moon in the Well,Nasreddin Hodja Rescues the Moon,Turkey,,Turkey,type1335a.html
1335A,The Moon in the Well,The Monkeys and the Moon,Tibet,,Tibet,type1335a.html
247,Every Mother Thinks Her Child Is the Most Beautiful,The Eagle and the Owl,Jean de La Fontaine,,Jean de La Fontaine,type0247.html
247,Every Mother Thinks Her Child Is the Most Beautiful,One's Own Children Are Always Prettiest,Norway,,Norway,type0247.html
247,Every Mother Thinks Her Child Is the Most Beautiful,The Crow and Its Ugly Fledglings,Romania,,Romania,type0247.html
247,Every Mother Thinks Her Child Is the Most Beautiful,Why Is There Enmity Between the Crow and the Hawk?,Romania,,Romania,type0247.html
247,Every Mother Thinks Her Child Is the Most Beautiful,Jupiter and the Monkey,Aesop,,Aesop,type0247.html
247,Every Mother Thinks Her Child Is the Most Beautiful,Jupiter and the Baby Show,Ambrose Bierce,,Ambrose Bierce,type0247.html
720,Mother Killed Me Father Ate Me,The Juniper Tree,Germany,,Germany,type0720.html
720,Mother Killed Me Father Ate Me,The Girl and the Boy,Austria,,Austria,type0720.html
720,Mother Killed Me Father Ate Me,The Crow's Nest,Hungary,,Hungary,type0720.html
720,Mother Killed Me Father Ate Me,The Rose Tree,England,Devonshire,England (Devonshire),type0720.html
720,Mother Killed Me Father Ate Me,The Satin Frock,England,Yorkshire,England (Yorkshire),type0720.html
720,Mother Killed Me Father Ate Me,The Milk-White Doo [Dove],Scotland,,Scotland,type0720.html
720,Mother Killed Me Father Ate Me,The Little Boy and the Wicked Stepmother,Romania,,Romania,type0720.html
1592,The Iron-Eating Mice,Miracle upon Miracle,India,,India,type1592.html
1592,The Iron-Eating Mice,The Mice That Ate an Iron Balance,India,,India,type1592.html
1592,The Iron-Eating Mice,The Iron Weights and Scales Which Were Eaten by Mice,India,,India,type1592.html
1592,The Iron-Eating Mice,The Faithless Depositary,Jean de La Fontaine,,Jean de La Fontaine,type1592.html
1592,The Iron-Eating Mice,The Two Merchants,"Russia, Leo Tolstoy",,"Russia, Leo Tolstoy",type1592.html
112,Town Mouse and Country Mouse,The Town Mouse and the Country Mouse,Aesop,,Aesop,type0112.html
112,Town Mouse and Country Mouse,The Town Mouse and the Country Mouse,Horace,,Horace,type0112.html
112,Town Mouse and Country Mouse,The Town Rat and the Country Rat,Jean de La Fontaine,,Jean de La Fontaine,type0112.html
112,Town Mouse and Country Mouse,The Story of the Town Mouse and the Field Mouse,Romania,,Romania,type0112.html
112,Town Mouse and Country Mouse,The Town Mouse and the Country Mouse,Norway,,Norway,type0112.html
112,Town Mouse and Country Mouse,"A Mouse in the Hill, and a Mouse in a Farm",Scotland,,Scotland,type0112.html
112,Town Mouse and Country Mouse,The Greedy and Ambitious Cat,India,,India,type0112.html
112,Town Mouse and Country Mouse,The Dog That Went Abroad,India,,India,type0112.html
112,Town Mouse and Country Mouse,The Mouse Who Went to the Country,James Thurber,,James Thurber,type0112.html
500,The Name of the Helper,Rumpelstiltskin,Germany,,Germany,type0500.html
500,The Name of the Helper,Mistress Beautiful,Germany,,Germany,type0500.html
500,The Name of the Helper,Doubleturk,Germany,,Germany,type0500.html
500,The Name of the Helper,Dwarf Holzrührlein Bonneführlein,Germany,,Germany,type0500.html
500,The Name of the Helper,Nägendümer,Germany,,Germany,type0500.html
500,The Name of the Helper,Kugerl,Germany,,Germany,type0500.html
500,The Name of the Helper,Hoppetînken,Germany,,Germany,type0500.html
500,The Name of the Helper,Zirkzirk,Germany,,Germany,type0500.html
500,The Name of the Helper,Purzinigele,Austria,,Austria,type0500.html
500,The Name of the Helper,Tarandandò,Italy,,Italy,type0500.html
500,The Name of the Helper,Winterkölbl,German Hungary,,German Hungary,type0500.html
500,The Name of the Helper,Kruzimugeli,Lower Austria,,Lower Austria,type0500.html
500,The Name of the Helper,Hottetejlil,Denmark,,Denmark,type0500.html
500,The Name of the Helper,Gundeli,Denmark,,Denmark,type0500.html
500,The Name of the Helper,The Girl Who Could Spin Gold from Clay and Long Straw,Sweden,Upland,Sweden (Upland),type0500.html
500,The Name of the Helper,Tom Tit Tot,England,,England,type0500.html
500,The Name of the Helper,Duffy and the Devil,England,Cornwall,England (Cornwall),type0500.html
500,The Name of the Helper,Whuppity Stoorie,Scotland,,Scotland,type0500.html
500,The Name of the Helper,Peerie Fool [Peerifool],Orkney Islands,,Orkney Islands,type0500.html
500,The Name of the Helper,Gwarwyn-a-throt,Wales,,Wales,type0500.html
500,The Name of the Helper,Penelop,Wales,,Wales,type0500.html
500,The Name of the Helper,Silly go Dwt,Wales,,Wales,type0500.html
500,The Name of the Helper,The Rival Kempers,Ireland,,Ireland,type0500.html
500,The Name of the Helper,Tríopla Trúpla,Ireland,,Ireland,type0500.html
500,The Name of the Helper,A Story,,,,type0500.html
500,The Name of the Helper,Kinkach Martinko,A Slav Folktale,,A Slav Folktale,type0500.html
1562A,The Master Who Gave Strange Names to Things in His House,The Clever Apprentice,Scotland,,Scotland,type1562a.html
1562A,The Master Who Gave Strange Names to Things in His House,Master of All Masters,England,,England,type1562a.html
1562A,The Master Who Gave Strange Names to Things in His House,Enigmas,India,,India,type1562a.html
,Nasreddin Hodja,Tales of the Turkish Trickster,,,,hodja.html
,Nasreddin Hodja,About Nasreddin Hodja,,,,hodja.html
,Nasreddin Hodja,Everyone Is Right,,,,hodja.html
,Nasreddin Hodja,Walnuts and Pumpkins,,,,hodja.html
,Nasreddin Hodja,Faith Moves Mountains,,,,hodja.html
,Nasreddin Hodja,The Smell of Soup and the Sound of Money,,,,hodja.html
,Nasreddin Hodja,The Debt,,,,hodja.html
,Nasreddin Hodja,The Slap,,,,hodja.html
,Nasreddin Hodja,The Burqa,,,,hodja.html
,Nasreddin Hodja,Friday Night,,,,hodja.html
,Nasreddin Hodja,The Wife's Name,,,,hodja.html
,Nasreddin Hodja,The Older Wife,,,,hodja.html
,Nasreddin Hodja,The Favorite Wife,,,,hodja.html
,Nasreddin Hodja,The Contrary Mother-in-Law,,,,hodja.html
,Nasreddin Hodja,"Eat, My Coat, Eat",,,,hodja.html
,Nasreddin Hodja,A Close Call,,,,hodja.html
,Nasreddin Hodja,The Robe,,,,hodja.html
,Nasreddin Hodja,Restoring the Moon,,,,hodja.html
,Nasreddin Hodja,The Hodja and His Eight Donkeys,,,,hodja.html
,Nasreddin Hodja,Flour on the Clothesline,,,,hodja.html
,Nasreddin Hodja,The Squeaky Shoe,,,,hodja.html
,Nasreddin Hodja,The Lost Shoe,,,,hodja.html
,Nasreddin Hodja,Allah's House,,,,hodja.html
,Nasreddin Hodja,The Cauldron That Died,,,,hodja.html
,Nasreddin Hodja,The Recipe,,,,hodja.html
,Nasreddin Hodja,The Last Laugh,,,,hodja.html
,The Three Nephites,An Experience of Mrs. Alyda Abbott Squires,,,,nephites.html
,The Three Nephites,Nephite Heals with Lard and Tobacco,,,,nephites.html
,The Three Nephites,"The Hitchhiking ""Ghost"" Nephite",,,,nephites.html
,The Three Nephites,Nephite Assumes Animal Form,,,,nephites.html
,The Three Nephites,Rescued from a Mountain,,,,nephites.html
,The Three Nephites,They Helped Her,,,,nephites.html
,The Three Nephites,The Old Man on the Road,,,,nephites.html
,The Three Nephites,He Disappeared from the Back Seat,1,,,nephites.html
,The Three Nephites,On the Delta-Holden Road,,,,nephites.html
,The Three Nephites,An Incident in the Lives of William Henry and Mary Laidlaw Seegmiller,,,,nephites.html
,The Nibelungenlied,Part One: Siegfried and Kriemhild,1,,1,nibelungenlied.html
,The Nibelungenlied,3-4,,,,nibelungenlied.html
,The Nibelungenlied,7-8,,,,nibelungenlied.html
,The Nibelungenlied,13-14,,,,nibelungenlied.html
,The Nibelungenlied,18-19,,,,nibelungenlied.html
,The Nibelungenlied,Part Two: Kriemhild's Revenge,20,,20,nibelungenlied.html
,The Nibelungenlied,22-23,,,,nibelungenlied.html
,The Nibelungenlied,26-28,,,,nibelungenlied.html
,The Nibelungenlied,29-30,,,,nibelungenlied.html
,The Nibelungenlied,33-39,,,,nibelungenlied.html
,The Treasure of the Niflungs,Otter's Wergild,,,,niflungtreasure.html
,The Treasure of the Niflungs,Sigurd Slays Fafnir,,,,niflungtreasure.html
,The Treasure of the Niflungs,Sigurd and Brynhild,,,,niflungtreasure.html
,The Treasure of the Niflungs,Atli Marries Gudrun,,,,niflungtreasure.html
,The Disobedient Daughter Who Married a Skull,a Folktale from Nigeria,,,,skull.html
,The Hippopotamus and the Tortoise,a folktale from Nigeria,,,,hippo.html
780,The Singing Bone,The Singing Bone,Jacob and Wilhelm Grimm,,Jacob and Wilhelm Grimm,type0780.html
780,The Singing Bone,The Blue Lily,Spain,,Spain,type0780.html
780,The Singing Bone,Valencian Version,,,,type0780.html
780,The Singing Bone,The Singing Bones,French Louisiana,,French Louisiana,type0780.html
780,The Singing Bone,Under the Green Old Oak-Tree,Antigua,,Antigua,type0780.html
780,The Singing Bone,The Griffin,Italy,,Italy,type0780.html
780,The Singing Bone,The Dead Girl's Bone,Switzerland,,Switzerland,type0780.html
780,The Singing Bone,The Little Bone,Switzerland,,Switzerland,type0780.html
780,The Singing Bone,Binnorie,England,,England,type0780.html
780,The Singing Bone,Murder Will Out,Iceland,,Iceland,type0780.html
780,The Singing Bone,Russia,,,,type0780.html
780,The Singing Bone,Little Anklebone,Pakistan,,Pakistan,type0780.html
780,The Singing Bone,The Magic Fiddle,India,,India,type0780.html
,Cat and Mouse,Cat and Mouse in Partnership,Germany,,Germany,cat.html
,Cat and Mouse,Mouse and Mouser,England,,England,cat.html
,Cat and Mouse,Belling the Cat,Aesop,,Aesop,cat.html
,Cat and Mouse,The Cat and the Mice,Aesop,,Aesop,cat.html
,Cat and Mouse,The Hypocritical Cat,Tibet,,Tibet,cat.html
,Cat and Mouse,The Cat and the Mice,Tibet,,Tibet,cat.html
,Cat and Mouse,The Cat as Holy Man,Palestine,,Palestine,cat.html
,Cat and Mouse,The Town Mouse and the Field Mouse,Romania,,Romania,cat.html
,Cat and Mouse,"The Dog, the Cat, and the Mouse",Romania,,Romania,cat.html
,Cat and Mouse,The Cat and the Mouse,England,,England,cat.html
,Cat and Mouse,Cat and Mouse,Germany,Swabia,Germany (Swabia),cat.html
,Cat and Mouse,Why the Cat Kills Rats,Nigeria,,Nigeria,cat.html
,Why Dead People Are Buried,a folktale from Nigeria,,,,burydead.html
,Night-Mares,Definitions,,,,nightmare.html
,Night-Mares,The Alp,Germany,,Germany,nightmare.html
,Night-Mares,Beliefs Concerning Alps and Maras,Germany,,Germany,nightmare.html
,Night-Mares,The Mårt,"A. Kuhn and W. Schwartz, Germany",,"A. Kuhn and W. Schwartz, Germany",nightmare.html
,Night-Mares,A Mahrt Is Captured,Poland/Germany,,Poland/Germany,nightmare.html
,Night-Mares,An Alp Is Captured,Germany,,Germany,nightmare.html
,Night-Mares,The Mahr,Germany,,Germany,nightmare.html
,Night-Mares,The Man Who Married a Mara,Denmark,,Denmark,nightmare.html
,Night-Mares,The Mare,Denmark,,Denmark,nightmare.html
,Night-Mares,Charm against Night-Mares,Germany,,Germany,nightmare.html
,Night-Mares,The Alp,Poland/Germany,,Poland/Germany,nightmare.html
,Night-Mares,A Charm to Control the Night-Mare,England,,England,nightmare.html
,Night-Mares,Nightmare Charm or Spell against the Mara,Shetland Islands,Unst,Shetland Islands (Unst),nightmare.html
,Night-Mares,A Shetland Charm,Shetland Islands,,Shetland Islands,nightmare.html
,Night-Mares,"Vanlandi, King of Sweden, and Huld, the Witch Woman",From the Ynglinga Saga of Snorri Sturluson,,From the Ynglinga Saga of Snorri Sturluson,nightmare.html
,Night-Mares,"Baku, Eater of Dreams",Japan,,Japan,nightmare.html
,The Njugl,Shetland Islands,,,,njugl.html
,The Norse Creation Myth,Muspell,,,,creation.html
,The Norse Creation Myth,Ginnungagap and Niflheim,,,,creation.html
,The Norse Creation Myth,Ymir,,,,creation.html
,The Norse Creation Myth,Frost ogres,,,,creation.html
,The Norse Creation Myth,Audhumla,,,,creation.html
,The Norse Creation Myth,"Buri, Bor, and Bestla",,,,creation.html
,The Norse Creation Myth,"Odin, Vili, and Vé",,,,creation.html
,The Norse Creation Myth,The death of Ymir,,,,creation.html
,The Norse Creation Myth,"Earth, trees, and mountains",,,,creation.html
,The Norse Creation Myth,Dwarfs,,,,creation.html
,The Norse Creation Myth,"Sky, clouds, and stars",,,,creation.html
,The Norse Creation Myth,Midgard,,,,creation.html
,The Norse Creation Myth,Ask and Embla,,,,creation.html
,The Norse Creation Myth,Asgard,,,,creation.html
,The Norse Creation Myth,"Odin, Frigg, and the Æsir",,,,creation.html
,The Norse Creation Myth,Thor,,,,creation.html
,The Norse Creation Myth,Bifröst,,,,creation.html
,The Norse Creation Myth,Yggdrasil,,,,creation.html
75A,The Nurse and the Wolf,The Fable of the Old Woman and of the Wulf,Aesop / Avianus,"printed by William Caxton, 1484","Aesop / Avianus (printed by William Caxton, 1484)",type0075ast.html
75A,The Nurse and the Wolf,Retold in modern English:,,,,type0075ast.html
75A,The Nurse and the Wolf,The Wolf and the Nurse,Babrius,translated by James Davies,Babrius (translated by James Davies),type0075ast.html
75A,The Nurse and the Wolf,The Crying Babe,Geffrey Whitney,,Geffrey Whitney,type0075ast.html
75A,The Nurse and the Wolf,"The Wolf, the Mother, and Her Child",Aesop,"retold by Jean de La Fontaine, translated by Elizur Wright","Aesop (retold by Jean de La Fontaine, translated by Elizur Wright)",type0075ast.html
75A,The Nurse and the Wolf,A Nurse and a Wolfe,Aesop,translated by Roger L'Estrange,Aesop (translated by Roger L'Estrange),type0075ast.html
75A,The Nurse and the Wolf,The MORAL,,,,type0075ast.html
75A,The Nurse and the Wolf,REFLEXION,,,,type0075ast.html
75A,The Nurse and the Wolf,A Nurse and Froward Child,Aesop,printed by Samuel Richardson,Aesop (printed by Samuel Richardson),type0075ast.html
75A,The Nurse and the Wolf,Moral,,,,type0075ast.html
75A,The Nurse and the Wolf,Reflection,,,,type0075ast.html
75A,The Nurse and the Wolf,The Nurse and the Wolf,Aesop,printed for Thomas Bewick,Aesop (printed for Thomas Bewick),type0075ast.html
75A,The Nurse and the Wolf,Application,,,,type0075ast.html
75A,The Nurse and the Wolf,The Nurse and the Wolf,Aesop,translated by Samuel Croxall,Aesop (translated by Samuel Croxall),type0075ast.html
75A,The Nurse and the Wolf,The Mother and the Wolf,Aesop,translated by George Fyler Townsend,Aesop (translated by George Fyler Townsend),type0075ast.html
75A,The Nurse and the Wolf,The Nurse and the Wolf,Aesop,retold by Joseph Jacobs,Aesop (retold by Joseph Jacobs),type0075ast.html
75A,The Nurse and the Wolf,"The Wolf, the Mother, and Her Child",Aesop (translated by V. S. Vernon Jones,,Aesop (translated by V. S. Vernon Jones,type0075ast.html
75A,The Nurse and the Wolf,The Wolf and the Babe,Ambrose Bierce,,Ambrose Bierce,type0075ast.html
101,Old Dogs Learn New Tricks,Fables of Aarne-Thompson-Uther Type 101,,,,type0101.html
101,Old Dogs Learn New Tricks,Old Sultan,Germany,,Germany,type0101.html
101,Old Dogs Learn New Tricks,The Dog and the Wolf,Bohemia,,Bohemia,type0101.html
101,Old Dogs Learn New Tricks,"The Bear, the Dog, and the Cat",Russia,,Russia,type0101.html
101,Old Dogs Learn New Tricks,The Sagacious Monkey and the Boar,Japan,,Japan,type0101.html
101,Old Dogs Learn New Tricks,The Old Hound,Aesop,,Aesop,type0101.html
980,Old Grandfathers and Their Grandsons,How an Ungrateful Son Planned to Murder His Old Father,"India, The Jataka",,"India, The Jataka",type0980.html
980,Old Grandfathers and Their Grandsons,A Lesson for Fathers,India,,India,type0980.html
980,Old Grandfathers and Their Grandsons,Don't Beat Grandfather,India,,India,type0980.html
980,Old Grandfathers and Their Grandsons,"The Old Man, His Son, and His Grandson",Philippines,,Philippines,type0980.html
980,Old Grandfathers and Their Grandsons,The Golden Rule,Philippines,,Philippines,type0980.html
980,Old Grandfathers and Their Grandsons,Respect Old Age,Philippines,,Philippines,type0980.html
980,Old Grandfathers and Their Grandsons,A Wicked Man,Jacques de Vitry,,Jacques de Vitry,type0980.html
980,Old Grandfathers and Their Grandsons,Summary,,,,type0980.html
980,Old Grandfathers and Their Grandsons,La Housse Partie [The Divided Horse-Blanket],France,,France,type0980.html
980,Old Grandfathers and Their Grandsons,The Divided Horse-Blanket,France,,France,type0980.html
980,Old Grandfathers and Their Grandsons,Let Him That Does Evil Expect Evil in Return,"Italy, Ortensio Lando",,"Italy, Ortensio Lando",type0980.html
980,Old Grandfathers and Their Grandsons,Of the Old Man That Put Himself in His Son's Hands,England,,England,type0980.html
980,Old Grandfathers and Their Grandsons,Of the Old Man of Monmouth That Gave His Son All His Goods in His Lifetime,England,,England,type0980.html
980,Old Grandfathers and Their Grandsons,Of an Unnatural Son Who Fed His Aged Father upon Oats and Offal.,England,,England,type0980.html
980,Old Grandfathers and Their Grandsons,Two Ells of Cloth,Germany,,Germany,type0980.html
980,Old Grandfathers and Their Grandsons,Old Frühling,German,,German,type0980.html
980,Old Grandfathers and Their Grandsons,Half a Blanket,Germany,,Germany,type0980.html
980,Old Grandfathers and Their Grandsons,The Old Grandfather and His Grandson,Germany,,Germany,type0980.html
980,Old Grandfathers and Their Grandsons,A Child's Thankfulness and Unthankfulness,Germany,,Germany,type0980.html
980,Old Grandfathers and Their Grandsons,The Son Forgave His Father,Albania,,Albania,type0980.html
980D,Old Parents and Their Ungrateful Children,The Ungrateful Son,Europe,,Europe,type0980d.html
980D,Old Parents and Their Ungrateful Children,The Ungrateful Son,Martin Luther,,Martin Luther,type0980d.html
980D,Old Parents and Their Ungrateful Children,A Terrifying Judgment of God,Croatia,,Croatia,type0980d.html
980D,Old Parents and Their Ungrateful Children,The Ungrateful Daughter,Ukraine,,Ukraine,type0980d.html
980D,Old Parents and Their Ungrateful Children,The Origin of the Turtle,Russia,,Russia,type0980d.html
980D,Old Parents and Their Ungrateful Children,The Snake around His Neck,Germany,,Germany,type0980d.html
980D,Old Parents and Their Ungrateful Children,The Stingy Daughter,India,,India,type0980d.html
981,Killing of Old People,A Blessed and Happie People,Pliny the Elder,,Pliny the Elder,type0981.html
981,Killing of Old People,Why People Today Die Their Own Death,Retold by D. L. Ashliman,,Retold by D. L. Ashliman,type0981.html
981,Killing of Old People,How the Killing of the Old Men Was Stopped,Serbia,,Serbia,type0981.html
981,Killing of Old People,Grandfather and Grandson,Serbia,,Serbia,type0981.html
981,Killing of Old People,A Story from the Time of the Romans,Romania,Transylvania,Romania (Transylvania),type0981.html
981,Killing of Old People,The Old Man Who Solved Riddles,Macedonia,,Macedonia,type0981.html
981,Killing of Old People,Killing of the Old Men,Romania,,Romania,type0981.html
981,Killing of Old People,"Duck Under, Duck Under",Germany / Poland,,Germany / Poland,type0981.html
981,Killing of Old People,A Wendish Legend,Germany / Poland,,Germany / Poland,type0981.html
981,Killing of Old People,The Old Heathens,Germany,,Germany,type0981.html
981,Killing of Old People,Told by an old man in Steinfurt,,,,type0981.html
981,Killing of Old People,Gillings Bluff,Iceland,,Iceland,type0981.html
981,Killing of Old People,Kith-Rocks and Kith-Clubs,Sweden,,Sweden,type0981.html
981,Killing of Old People,The Man with the Hatchet,England,,England,type0981.html
981,Killing of Old People,An Irish Deathbed Scene,Ireland,,Ireland,type0981.html
982,Ungrateful Heirs,How the Wicked Sons Were Duped,Kashmir,,Kashmir,type0982.html
982,Ungrateful Heirs,A Clever Stratagem,Sri Lanka,,Sri Lanka,type0982.html
982,Ungrateful Heirs,How the Daughter-in-Law Got the Coins,Sri Lanka,,Sri Lanka,type0982.html
982,Ungrateful Heirs,Old Mr. Lacy and His Three Sons,England,,England,type0982.html
982,Ungrateful Heirs,The Borrowed Guilder,"Martin Luther, Table Talk",,"Martin Luther, Table Talk",type0982.html
982,Ungrateful Heirs,No Father Should Transfer All His Property to His Children While He Is Still Alive,"Martin Luther, Table Talk",,"Martin Luther, Table Talk",type0982.html
982,Ungrateful Heirs,The Cudgel,Germany,,Germany,type0982.html
982,Ungrateful Heirs,The Cudgel on the Gate at Jüterbog,Germany,,Germany,type0982.html
982,Ungrateful Heirs,Grandfather's Bag of Gold,Scotland,,Scotland,type0982.html
982,Ungrateful Heirs,John Bell,Scotland,,Scotland,type0982.html
676,Open Sesame!,The Robbers Robbed,Kashmir,,Kashmir,type0676.html
676,Open Sesame!,The Two Brothers and the Forty-Nine Dragons,Greece,Syros,Greece (Syros),type0676.html
676,Open Sesame!,The Two Brothers,Slavic,,Slavic,type0676.html
676,Open Sesame!,Dummburg Castle,Germany,,Germany,type0676.html
676,Open Sesame!,Simeli Mountain,Germany,,Germany,type0676.html
676,Open Sesame!,Open Simson!,Germany,,Germany,type0676.html
676,Open Sesame!,Ali Baba and Kissem,Jamaica,,Jamaica,type0676.html
676,Open Sesame!,How Black Snake Caught the Wolf,USA,,USA,type0676.html
,The Osenberg Dwarfs,"German Legends, no. 43",,,,legend043.html
,The Osenberg Dwarfs,Jacob and Wilhelm Grimm,,,,legend043.html
1675,The Education of an Ox,Peter Ox,Denmark,,Denmark,type1675.html
1675,The Education of an Ox,Pope Ox,Germany,,Germany,type1675.html
1675,The Education of an Ox,How an Ox Became Mayor,Netherlands,,Netherlands,type1675.html
1675,The Education of an Ox,How the Washerman's Ass Became a Qazi,India,,India,type1675.html
1675,The Education of an Ox,"The Priest, the Washerman, and the Ass",India,,India,type1675.html
,The Panchatantra,About the Panchatantra,,,,panchatantra.html
,The Panchatantra,The Enchanted Brahman's Son,,,,panchatantra.html
,The Panchatantra,The Foolish Friend,,,,panchatantra.html
,The Panchatantra,Dharmabuddhi and Pâpabuddhi,,,,panchatantra.html
,The Panchatantra,Miracle upon Miracle,,,,panchatantra.html
,The Panchatantra,The Bullock's Balls,,,,panchatantra.html
,The Panchatantra,The Gold-Giving Snake,,,,panchatantra.html
,The Panchatantra,The Old Husband and His Young Wife,,,,panchatantra.html
,The Panchatantra,The Dog That Went Abroad,,,,panchatantra.html
,The Panchatantra,The Brahman's Wife and the Mongoose,,,,panchatantra.html
,The Panchatantra,The Fish That Were Too Clever,,,,panchatantra.html
,The Panchatantra,The Two-Headed Weaver,,,,panchatantra.html
,The Panchatantra,The Broken Pot,,,,panchatantra.html
1540,A Visitor from Paradise,A Visitor from Paradise,Europe,,Europe,type1540.html
1540,A Visitor from Paradise,An Old Woman,"Germany, Heinrich Bebel",,"Germany, Heinrich Bebel",type1540.html
1540,A Visitor from Paradise,The Travelling Scholar from Paradise,"Germany, Hans Sachs",,"Germany, Hans Sachs",type1540.html
1540,A Visitor from Paradise,The Clever People,Germany,,Germany,type1540.html
1540,A Visitor from Paradise,The Traveler from Heaven,Germany,Swabia,Germany (Swabia),type1540.html
1540,A Visitor from Paradise,All Women Are Alike,Norway,,Norway,type1540.html
1540,A Visitor from Paradise,The Great Need: A Prankster Tale from Zealand,Denmark,,Denmark,type1540.html
1540,A Visitor from Paradise,The Man Who Fell from Heaven,Netherlands,,Netherlands,type1540.html
1540,A Visitor from Paradise,Stupid Gretel,Switzerland,,Switzerland,type1540.html
1540,A Visitor from Paradise,The Simple Wife,Italy,,Italy,type1540.html
1540,A Visitor from Paradise,The Beggar from Paris,England,,England,type1540.html
1540,A Visitor from Paradise,Jack Hannaford,England,Devonshire,England (Devonshire),type1540.html
1540,A Visitor from Paradise,The Roguish Peasant,Russia,,Russia,type1540.html
1540,A Visitor from Paradise,The Story of the Messenger from Heaven,Moravia,,Moravia,type1540.html
1540,A Visitor from Paradise,The Era [Peasant] from the Other World,Serbia,,Serbia,type1540.html
1540,A Visitor from Paradise,The Good Wife and the Bad Husband,India,,India,type1540.html
1540,A Visitor from Paradise,The Story of a Man Who Had a Stupid Wife,Morocco,,Morocco,type1540.html
1540,A Visitor from Paradise,My Son Ali,Armenian-American,,Armenian-American,type1540.html
1540,A Visitor from Paradise,Anansi Seeks His Fortune,Jamaica,,Jamaica,type1540.html
1540,A Visitor from Paradise,Shaikh Chilli and the Fakir,India,,India,type1540.html
1540,A Visitor from Paradise,The Millet Trader,Sri Lanka,,Sri Lanka,type1540.html
1540,A Visitor from Paradise,Elova Gohin Melova Ava,Sri Lanka,,Sri Lanka,type1540.html
237,The Parrot That Talked Too Much,Of the Woman Who Stole Her Husband's Eel,France,,France,type0237.html
